3 11 3 9 3 9 0 6 5 6 13 13 6 0 10 10 0 6 5 6 5 5 5 5 6 6 5 5 6 6
14 14 7 7 14 7 7 10 7 7 14 7 7 7 14 14 14 14 14 14 14 14 7 14 14 7 7 7 7 14
3 3 11 3 9 9 3 9 0 9 0 4 12 12 12 4 4 0 0 0 9 3 11 2 11 2 11 3 9 0
4 8 8 8 4 0 1 0 6 6 5 6 6 5 6 0 6 5 6 0 1 0 9 0 6 5 5 6 13 6
5 5 6 5 6 6 6 6 13 6 5 5 6 6 6 0 9 3 3 11 11 3 11 3 11 3 3 9 3 9
12 12 4 8 8 4 4 0 9 9 3 11 2 2 2 11 3 9 9 3 9 0 9 3 11 11 2 11 3 9
4 4 12 4 0 0 10 7 10 10 7 10 0 6 5 6 6 13 6 0 9 3 3 3 11 11 11 11 3 3
8 8 8 8 8 4 8 4 4 4 8 8 8 4 8 8 4 8 8 4 8 8 8 4 8 8 4 8 4 12
5 5 5 5 5 6 13 13 13 6 0 1 0 6 0 10 0 9 0 6 6 6 0 1 0 0 4 0 9 0
10 7 7 10 7 14 14 7 10 7 10 0 4 4 12 12 4 8 4 4 12 12 12 4 8 4 4 8 8 8
9 3 9 3 11 2 2 11 11 11 2 11 3 3 3 3 9 3 11 3 3 3 11 3 11 11 3 11 3 3
14 7 10 0 6 0 9 3 11 2 2 2 2 11 3 3 3 11 11 3 3 3 11 11 3 3 9 0 10 10
9 3 9 9 0 0 0 9 0 0 6 0 1 0 9 3 9 3 11 3 9 3 9 9 0 6 6 0 6 6
9 9 9 0 6 6 5 5 6 0 4 0 10 7 10 7 14 7 14 14 7 7 7 7 7 7 14 7 10 7
13 13 6 13 13 13 13 6 0 1 1 0 0 1 0 0 0 0 4 0 9 0 10 0 10 0 4 8 8 4
13 6 5 5 5 6 0 4 8 8 8 4 12 12 12 4 12 4 8 4 8 4 12 4 12 12 4 12 12 4
7 14 7 7 14 7 7 14 14 14 14 7 7 10 10 0 1 0 9 0 1 0 9 3 3 9 9 0 0 1
12 12 4 4 8 4 8 8 4 8 4 12 12 4 4 4 8 8 4 8 4 0 10 0 1 1 1 1 0 4
12 4 8 8 8 8 8 8 4 8 8 8 4 12 12 4 12 12 12 12 12 4 0 4 0 10 10 0 10 10
10 10 0 1 0 10 0 10 7 14 14 7 14 14 14 7 14 7 14 7 10 7 10 10 10 10 10 7 14 14
13 13 6 6 5 6 0 9 0 6 5 6 13 13 6 0 4 8 4 12 12 12 12 4 0 4 12 4 4 0
9 0 1 0 9 3 3 9 9 9 0 10 10 0 0 9 0 9 3 3 3 11 3 3 3 9 9 3 11 3
12 12 12 12 12 4 8 4 4 4 0 0 10 7 14 7 14 7 14 7 14 7 10 10 7 7 7 14 14 7
0 4 12 12 12 12 4 0 0 0 6 5 5 6 0 4 12 4 8 8 8 4 12 4 8 8 8 8 4 8
4 4 0 10 7 7 7 7 7 10 10 0 10 7 7 7 7 7 10 10 10 10 0 6 0 9 9 9 3 9
9 3 11 11 11 2 11 2 11 11 2 11 11 3 3 3 9 0 10 7 10 10 0 10 10 10 0 0 0 0
13 13 6 13 13 13 6 6 13 13 13 13 13 6 13 6 6 13 13 13 13 6 5 5 5 6 5 5 6 5
4 0 1 0 6 0 4 4 12 12 4 4 8 8 8 8 8 8 4 0 4 8 8 4 8 4 4 8 8 4
1 0 4 8 4 4 8 8 8 8 4 4 4 12 12 12 4 0 9 3 9 3 11 11 11 11 2 11 2 11
1 1 0 4 4 0 1 1 0 4 4 0 1 1 1 0 9 0 6 5 6 5 5 5 6 13 6 13 13 13
12 12 12 12 12 4 0 9 3 11 2 2 2 11 11 2 11 3 3 3 3 11 2 11 2 11 11 3 3 3
2 11 2 2 2 2 2 11 3 11 2 2 11 2 2 11 11 2 2 2 2 11 2 2 2 11 3 3 9 9
1 0 9 0 4 8 8 8 8 4 8 8 4 12 12 12 4 8 8 4 12 12 12 4 12 12 4 4 0 4
6 13 6 13 13 6 6 0 9 0 10 0 4 0 10 10 0 0 9 3 11 11 3 3 3 3 11 3 3 11
14 14 14 14 7 14 7 14 7 7 14 14 7 7 7 10 10 10 10 10 0 1 0 10 7 10 0 1 1 0
13 6 6 0 1 1 0 4 0 1 1 1 0 6 0 4 0 4 8 4 4 4 8 4 8 8 8 8 8 8
3 9 0 9 0 0 6 5 6 6 5 5 5 6 0 10 7 14 14 14 7 7 14 14 7 10 7 14 14 14
2 2 2 2 11 3 11 3 9 0 1 1 0 0 6 13 13 6 0 6 5 6 5 5 5 5 5 6 0 6
6 5 5 6 0 6 0 9 3 3 11 2 11 3 3 11 11 2 2 2 11 2 2 11 3 3 11 11 2 11
10 7 10 0 0 6 5 5 5 5 5 6 13 13 13 13 13 6 6 0 4 4 8 4 4 4 0 10 7 7
0 0 0 10 7 14 14 7 10 0 1 0 1 1 0 0 0 10 10 7 7 7 7 7 7 7 14 7 10 0
5 5 5 5 5 6 6 0 10 10 7 10 0 6 13 13 6 13 6 6 5 6 6 6 6 13 6 5 6 0
0 10 10 0 10 0 9 9 0 9 9 0 0 9 0 4 4 8 8 8 4 12 4 4 8 8 4 8 4 12
13 6 13 13 13 13 13 6 6 13 6 5 6 5 5 6 5 5 6 0 6 5 5 6 6 0 4 0 0 4
5 6 13 13 13 13 6 13 13 13 13 13 13 6 13 13 13 6 6 13 6 6 13 6 13 6 6 5 5 6
2 11 11 11 2 2 11 11 2 2 2 2 2 11 11 2 11 3 9 3 3 11 11 11 2 11 3 11 3 11
13 6 13 6 5 6 13 13 13 6 0 9 0 0 4 4 8 4 4 12 4 12 4 4 0 4 12 12 4 8
14 7 10 7 7 7 10 0 1 1 1 0 6 13 6 13 6 6 0 0 1 1 1 0 1 0 10 10 10 7
13 6 5 6 13 13 13 6 5 5 5 6 5 5 5 6 5 6 5 5 5 5 5 6 6 6 6 0 4 0
3 11 11 2 2 2 2 2 2 11 3 11 3 9 0 4 8 8 4 0 10 7 14 7 14 7 7 7 14 7
12 4 0 9 3 3 9 0 4 4 8 8 4 12 4 8 4 12 4 12 4 12 4 12 12 4 8 4 4 12
11 11 2 11 3 3 11 11 11 2 11 11 11 11 3 9 3 3 9 0 9 0 9 0 0 9 0 4 8 4
4 8 4 4 8 8 8 4 0 4 0 6 5 5 6 5 6 5 6 5 6 5 5 5 5 5 5 6 13 13
3 11 3 11 11 3 9 3 3 11 3 9 3 3 9 0 10 7 7 10 0 0 9 3 11 3 11 2 11 2
9 0 1 0 1 0 0 6 6 6 0 1 1 0 10 10 10 0 6 13 13 6 5 6 13 13 6 13 6 13
5 5 5 6 6 0 0 4 4 12 4 12 12 12 4 4 12 12 4 8 8 8 8 4 12 12 4 0 6 13
7 7 10 0 6 6 0 10 0 4 4 4 8 4 4 4 0 0 6 0 6 5 5 6 0 1 1 1 1 0
3 11 3 9 9 3 11 2 11 2 2 2 11 11 11 2 11 2 2 11 3 9 3 11 11 11 3 9 0 9
4 12 12 4 12 4 12 4 8 8 4 0 10 0 4 0 1 0 9 9 3 11 11 11 3 9 9 0 0 4
2 2 11 2 11 2 2 2 11 2 2 2 2 11 11 2 2 11 3 9 0 9 9 0 1 0 9 9 9 3
12 4 0 9 3 11 3 11 11 3 11 11 3 9 0 6 6 0 9 0 4 8 8 8 8 4 12 4 8 8
4 12 12 4 8 4 4 0 6 0 0 9 3 3 11 11 2 11 11 2 2 11 2 11 3 9 3 9 0 10
4 8 8 8 8 8 4 0 0 9 0 1 1 1 0 4 4 0 4 12 12 4 4 0 0 9 9 3 11 11
8 8 8 4 4 4 12 4 12 12 4 12 4 8 8 4 8 8 8 4 0 0 9 0 10 0 1 0 9 3
2 11 11 3 9 0 9 9 0 9 3 11 2 11 3 11 3 9 9 3 9 3 3 11 11 3 11 2 11 11
14 7 14 7 14 7 14 7 14 14 7 10 0 10 10 10 0 4 8 8 8 8 8 4 8 8 8 8 8 4
12 12 12 12 4 8 4 0 1 0 9 9 9 0 9 0 6 6 0 10 0 4 12 12 4 12 4 8 4 12
14 14 14 7 10 7 14 7 7 7 14 7 10 10 0 9 3 3 9 0 1 0 4 8 4 8 8 4 8 8
11 11 3 9 9 3 11 11 2 11 2 2 11 11 3 3 9 0 4 8 8 8 8 4 12 12 4 8 4 0
14 7 10 10 10 10 7 10 7 10 7 10 0 4 8 4 8 4 12 12 4 12 4 0 6 6 5 6 13 6
12 4 4 8 8 8 8 4 4 0 1 0 1 1 1 0 10 0 4 0 1 1 1 0 10 7 7 7 10 7
1 0 10 0 0 4 4 12 12 12 12 4 0 1 0 0 6 5 5 5 6 5 5 5 5 5 5 5 6 0
6 6 13 13 6 5 6 6 5 6 6 0 6 0 6 6 5 6 13 6 0 0 0 10 7 14 14 7 14 14
13 6 5 5 5 6 5 6 5 5 5 5 5 5 5 6 0 9 0 0 4 12 4 0 4 0 4 12 4 0
5 5 6 5 5 6 5 5 5 6 13 6 5 5 5 6 6 0 0 4 8 4 8 8 4 8 4 0 0 4
14 14 14 7 14 14 14 14 14 14 14 7 7 10 7 10 10 0 4 12 12 4 0 4 0 1 0 0 6 6
5 5 6 5 5 6 13 13 6 6 0 9 3 11 2 11 3 9 0 6 0 6 13 6 0 0 9 0 9 3
4 8 4 4 12 12 4 8 8 8 4 8 8 8 8 4 12 4 4 0 4 12 4 4 12 4 12 12 4 12
6 0 0 10 7 7 7 14 14 14 14 7 14 14 14 7 10 10 0 0 4 0 1 1 1 0 4 8 4 12
12 12 12 12 12 12 12 4 4 8 4 0 0 6 13 6 5 5 5 5 6 5 6 0 0 6 5 6 5 6
5 5 5 6 5 5 5 6 13 6 6 5 5 5 5 5 6 13 6 0 0 4 8 4 4 12 4 12 4 8
9 9 3 3 9 0 4 4 0 10 10 7 10 0 0 10 7 7 14 14 7 14 14 7 14 14 14 7 14 7
14 7 10 10 0 0 9 3 9 9 9 9 0 9 9 3 3 9 9 9 9 0 4 4 12 12 4 0 0 0
8 4 4 4 0 0 9 9 0 10 7 14 14 14 7 7 10 0 0 6 5 5 6 5 5 5 6 13 13 6
13 13 13 13 13 13 6 0 10 0 1 0 6 6 6 5 5 5 6 13 13 6 5 6 13 6 5 6 0 4
1 0 4 0 4 0 1 1 0 9 9 9 0 6 5 6 5 5 5 5 5 6 5 5 6 0 0 10 0 6
2 11 3 11 3 9 9 3 11 2 11 3 9 9 3 11 11 11 11 2 2 2 11 2 11 11 3 11 3 9
9 0 0 10 7 7 7 10 10 7 10 0 4 0 1 1 1 1 1 1 0 0 10 7 14 14 14 14 14 14
9 3 9 9 9 0 9 3 3 3 9 9 3 11 11 11 2 11 3 3 11 2 2 2 2 2 11 3 9 9
6 5 5 6 5 5 5 6 0 6 13 13 13 13 6 6 5 6 0 4 4 4 8 4 8 4 8 4 8 8
5 5 5 5 6 0 4 0 4 12 4 4 12 4 4 0 0 9 9 3 9 9 0 1 0 10 0 9 0 0
11 3 9 3 11 3 9 0 9 3 9 3 3 9 3 3 3 9 0 10 10 0 1 0 4 12 4 8 8 8
4 8 8 8 4 8 4 12 12 12 12 4 0 9 0 1 1 1 1 0 9 9 3 9 3 3 11 11 11 2
12 12 4 8 4 8 8 4 4 8 4 0 9 9 9 0 10 7 7 7 14 7 14 14 14 14 7 10 10 7
1 0 1 0 4 8 8 4 0 4 0 10 7 14 7 7 14 7 10 7 14 14 14 14 7 14 14 7 7 14
14 7 14 14 7 14 7 14 7 14 7 14 14 7 10 10 0 9 3 9 9 9 9 3 11 2 11 2 11 3
4 4 12 12 4 4 8 8 4 12 4 8 8 4 12 4 0 10 7 14 7 7 7 14 7 7 14 7 7 7
6 13 6 13 6 5 6 6 13 6 13 6 6 5 5 6 0 1 0 9 3 11 2 2 11 2 2 2 2 11
6 6 6 6 5 5 6 6 13 13 6 0 10 10 7 10 10 0 10 0 4 0 6 13 13 6 5 6 13 6
6 6 0 10 0 10 0 1 0 1 1 0 10 10 0 10 10 10 10 7 14 14 7 14 7 14 7 14 7 7
14 14 7 10 7 14 14 7 10 7 14 7 10 0 9 3 9 0 10 10 10 10 0 0 1 0 6 13 6 0
7 10 10 7 7 7 14 14 7 7 14 7 10 10 7 7 7 10 0 4 8 8 8 4 12 12 12 4 0 9
4 8 8 8 8 8 8 4 4 8 8 4 8 4 12 12 4 8 8 4 4 0 0 10 7 10 0 4 12 4
7 14 7 10 0 1 0 9 0 1 1 0 0 10 0 6 6 6 6 0 6 6 13 6 0 10 7 7 10 10
6 6 6 5 5 6 6 13 6 0 4 12 12 4 0 9 9 0 6 5 6 6 0 1 0 9 9 3 9 9
14 14 14 7 7 7 14 7 7 14 7 10 7 10 10 10 0 4 0 4 12 12 12 4 8 8 8 8 4 4
9 0 1 0 10 10 7 7 10 7 14 7 14 14 14 14 7 7 10 10 10 7 10 7 7 10 7 10 10 7
14 14 7 10 0 1 0 4 8 8 4 4 0 6 5 5 5 5 6 0 0 6 5 6 6 6 5 5 5 5
3 9 3 3 9 3 3 9 9 3 9 9 3 11 2 11 3 9 9 3 3 3 9 3 3 11 2 11 3 3
12 12 4 12 4 4 8 4 12 12 12 12 4 8 4 4 0 6 0 10 10 0 6 0 0 1 0 0 10 10
4 4 12 12 12 12 12 12 4 0 0 10 0 9 3 3 11 2 2 2 2 2 2 11 3 3 9 3 3 3
13 6 5 5 6 6 5 5 5 6 6 6 6 6 6 5 5 5 5 6 0 1 0 10 10 0 10 10 7 14
6 6 0 4 8 8 8 4 0 9 0 6 6 13 6 6 5 6 13 6 5 5 5 5 5 5 5 6 5 5
9 9 9 3 9 3 11 11 2 2 11 3 9 9 3 3 3 3 9 9 9 3 9 9 0 9 9 3 11 11
2 11 11 2 2 2 2 2 11 11 2 2 11 3 9 0 6 6 13 13 6 5 6 5 6 5 5 6 6 13
10 10 7 14 7 10 7 10 0 6 0 1 0 10 7 10 0 10 0 4 12 12 4 4 8 4 8 8 4 0
13 6 5 6 0 0 4 0 9 3 11 11 3 3 3 11 2 11 2 11 11 2 11 2 2 11 3 11 11 2
5 5 6 6 6 0 9 9 9 3 9 0 1 1 0 10 7 14 14 14 14 7 14 14 14 14 14 14 14 14
14 14 14 7 10 10 7 10 10 7 10 7 7 7 7 10 10 10 7 10 7 10 0 1 1 1 0 10 10 7
12 12 4 12 12 12 12 12 4 12 12 12 4 12 12 12 4 4 4 8 8 4 8 4 0 9 0 9 9 9
9 9 3 3 9 3 3 9 3 9 3 3 11 2 11 11 2 11 11 3 11 11 2 2 2 2 2 2 2 2
5 6 5 5 6 6 13 13 6 0 9 0 6 0 10 10 0 9 9 9 0 4 8 4 12 12 4 4 8 4
3 3 11 2 2 11 2 2 2 2 2 11 2 11 2 11 11 2 2 2 2 11 11 3 9 3 11 2 11 3
3 9 9 9 0 9 3 9 0 6 5 6 5 5 6 13 13 6 5 6 5 6 13 6 5 5 6 6 13 6
3 11 3 11 11 2 2 11 3 11 3 11 2 11 2 2 11 3 11 3 9 9 0 9 0 9 0 0 9 9
6 13 6 0 9 9 0 10 7 14 14 7 10 10 0 10 10 0 4 0 0 0 0 6 0 9 3 11 11 2
9 9 3 3 9 9 9 3 3 3 9 9 0 6 13 13 13 13 6 6 13 13 13 13 6 6 6 6 6 5
10 10 7 14 7 7 7 7 14 7 14 7 7 14 7 14 7 10 10 7 10 7 10 7 7 14 14 14 14 7
12 12 4 8 4 12 4 0 10 7 14 14 7 7 10 7 7 14 7 7 7 7 14 7 7 14 14 14 14 7
9 0 6 6 6 0 10 0 10 10 7 14 7 14 14 14 14 14 14 14 7 10 0 9 3 3 9 0 10 7
5 5 6 0 9 3 3 11 2 11 11 2 11 11 2 11 11 3 11 11 11 2 11 11 3 3 11 2 2 2
9 3 11 2 11 3 3 11 11 11 11 11 3 11 3 11 11 11 3 11 2 11 3 11 2 2 11 3 11 2
10 10 0 10 10 7 7 14 7 14 7 14 7 14 7 10 0 1 1 0 9 9 0 0 1 0 4 4 4 12
8 4 12 12 12 4 8 4 4 0 9 3 3 11 2 2 2 11 11 2 2 11 11 3 11 11 11 3 3 3
9 3 11 3 3 3 11 2 11 3 11 3 9 9 3 9 9 0 4 4 0 4 0 0 4 8 4 12 12 4
13 13 6 6 6 6 6 13 13 6 6 13 6 13 6 6 5 5 6 0 4 4 8 8 8 4 8 8 8 4
5 6 0 1 1 0 6 13 6 0 0 4 8 4 8 4 8 8 8 8 8 8 8 4 4 0 4 4 8 4
12 4 12 12 4 8 8 4 12 4 12 12 4 8 8 8 4 12 12 4 12 12 4 0 4 8 4 8 4 0
10 0 6 13 13 13 6 0 10 10 10 7 14 7 7 7 10 0 10 10 0 10 10 7 7 10 7 14 14 14
14 14 7 14 14 14 14 14 7 14 14 7 7 7 10 0 6 5 5 6 0 9 9 0 6 0 10 10 0 10
2 11 2 2 2 11 2 2 11 11 3 3 9 0 9 3 9 9 0 1 1 0 0 4 12 12 4 4 12 4
7 7 10 7 7 14 14 14 7 7 7 7 14 14 7 7 14 7 10 7 14 7 10 10 7 7 10 10 0 1
11 2 11 3 9 9 0 1 0 9 3 3 11 2 11 11 11 3 9 3 9 9 0 4 12 4 12 4 12 4
4 12 4 12 4 12 4 0 9 9 3 3 11 11 3 11 3 3 3 9 0 6 13 13 6 6 5 6 13 13
1 1 1 1 0 9 9 0 10 7 7 7 7 14 7 14 7 14 7 14 7 10 7 7 14 14 14 14 7 7
10 7 14 7 14 14 7 14 7 14 14 7 7 14 7 14 7 10 10 7 10 10 10 7 7 14 14 7 10 0
1 0 6 6 6 13 6 5 5 6 6 0 6 0 1 1 0 6 6 5 6 5 6 0 1 1 0 4 8 8
11 11 11 2 11 11 3 3 11 3 3 9 3 9 3 3 3 9 3 11 3 9 9 0 1 1 0 4 8 8
8 8 8 8 8 8 4 12 4 8 4 12 4 12 4 12 4 4 0 9 3 3 3 3 3 11 2 2 11 3
7 14 14 14 7 14 7 7 10 7 7 14 7 14 7 10 7 7 10 7 14 7 7 7 14 7 14 14 7 10
0 4 4 8 4 8 4 4 8 4 0 6 13 13 6 13 13 13 13 13 13 13 6 13 6 13 13 13 13 6
1 1 1 0 9 3 11 2 2 2 11 2 11 11 3 11 2 2 11 11 3 3 9 0 9 3 11 11 11 11
11 11 3 11 11 3 9 9 3 9 9 0 6 6 13 6 6 5 6 0 6 13 6 5 6 5 6 13 13 13
3 11 3 9 0 4 0 4 8 8 4 0 6 13 6 5 6 13 6 6 13 13 13 6 6 13 13 13 6 0
0 0 10 0 10 10 0 9 3 3 9 0 0 0 9 9 0 6 6 5 6 13 6 5 5 6 13 13 13 13
14 14 7 7 7 7 10 0 0 1 0 4 0 1 1 1 1 1 0 0 4 12 4 8 4 8 4 4 4 0
5 5 5 6 6 6 0 1 1 0 10 7 14 14 7 14 7 14 7 10 7 7 14 14 7 7 14 7 10 7
7 7 14 14 7 14 14 7 14 14 14 14 14 14 14 7 10 0 6 5 6 5 5 6 6 5 6 13 13 13
3 3 11 2 2 2 2 2 2 11 2 2 11 3 11 11 11 2 11 11 11 2 11 3 3 11 3 9 9 3
11 11 11 3 9 9 9 9 3 11 3 3 9 9 0 4 8 8 4 8 4 12 4 0 6 13 13 13 6 0
